"Charity Number","Charity Subsidiary Number","Charity Name","Charity Address","Charity Postcode","Charity Constituency","Phone","Email","Website","Last Recorded Financial Year","Last Recorded Income","Last Recorded Expenditure","Charity Status","Charity Type","How the charity helps","What the charity does","Who the charity helps","Activities","Charity Objects"
"209691","0","BRITISH FRIENDS OF THE HEBREW UNIVERSITY OF JERUSALEM","3rd Floor South, Marlborough House, 298 Regents Park Road, LONDON","N3 2SZ","Finchley and Golders Green","02083495757","friends@bfhu.org","www.bfhu.org","30/09/2024","9633260","8866712","Registered","Charitable company","Makes Grants To Individuals, Makes Grants To Organisations, Sponsors Or Undertakes Research","General Charitable Purposes, Education/training, The Advancement Of Health Or Saving Of Lives, Arts/culture/heritage/science, Animals","Other Defined Groups, The General Public/mankind","The BFHU is a national, non-profit organisation dedicated to supporting, marketing and promoting the Hebrew University of Jerusalem, and to raising awareness of its global contribution.","TO PROMOTE THAT WORK OF THE HEBREW UNIVERSITY OF JERUSALEM WHICH IS EXCLUSIVELY CHARITABLE ACCORDING TO THE LAW OF ENGLAND AND WALES."
"210037","0","THE JOSEPH ROWNTREE CHARITABLE TRUST","JOSEPH ROWNTREE CHARITABLE TRUST, THE GARDEN HOUSE, WATER END, YORK","YO30 6WQ","York Outer","01904627810","enquiries@jrct.org.uk","www.jrct.org.uk","31/12/2024","3508742","19142097","Registered","Other","Makes Grants To Individuals, Makes Grants To Organisations","General Charitable Purposes, Religious Activities, Environment/conservation/heritage, Human Rights/religious Or Racial Harmony/equality Or Diversity, Other Charitable Purposes","The General Public/mankind","We are a grant-making Quaker trust which supports people who address the root causes of conflict and injustice.","THE INCOME TO BE APPLIED FOR SUCH CHARITABLE PURPOSES OR OBJECTS AND IN SUCH MANNER AS THE TRUSTEES SHALL IN THEIR UNCONTROLLED DISCRETION THINK FIT"
"210066","0","INTERNATIONAL FOUNDATION FOR AIDS TO NAVIGATION","IFAN, 8-9 LOVAT LANE, LONDON","EC3R 8DW","Cities of London and Westminster","02072209520","cmulvihill@ifanmaritime.org.uk","www.ifan-maritime.org","31/12/2023","7304400","8263255","Registered","Charitable company","Makes Grants To Organisations, Provides Human Resources, Provides Services, Acts As An Umbrella Or Resource Body","The Advancement Of Health Or Saving Of Lives, Environment/conservation/heritage","Other Defined Groups, The General Public/mankind","Our object is to promote safety at sea and to protect the marine environment","3. THE OBJECTS OF THE COMPANY ARE THE PROMOTION OF SAFETY AT SEA AND THE PROTECTION OF THE MARINE ENVIRONMENT IN THE MIDDLE EAST AND WORLDWIDE BY ALL CHARITABLE MEANS INCLUDING DIRECTLY OR INDIRECTLY:
3.1 PROVIDING AND MAINTAINING NAVIGATION AIDS, SAFETY SYSTEMS AND SAFETY INFORMATION;
3.2 PROMOTING THE USE OF MODERN NAVIGATION TECHNIQUES AND PROCEDURES AND OTHER ESSENTIAL MARITIME SKILLS; AND
3.3 PROTECTING AND IMPROVING ALL ASPECTS OF THE MARINE ENVIRONMENT (""THE OBJECTS"")"
"210183","0","WELLCOME TRUST","WELLCOME TRUST, GIBBS BUILDING, 215 EUSTON ROAD, LONDON","NW1 2BE","Holborn and St Pancras","02076118888","company.secretary@wellcome.org","www.wellcome.org","30/09/2024","569497051","1626627348","Registered","Other","Makes Grants To Individuals, Makes Grants To Organisations, Provides Other Finance, Provides Buildings/facilities/open Space, Sponsors Or Undertakes Research, Other Charitable Activities","Education/training, The Advancement Of Health Or Saving Of Lives, Arts/culture/heritage/science","The General Public/mankind","Wellcome exists to improve health by helping great ideas to thrive.

We support researchers, we take on big health challenges, we campaign for better science, and we help everyone get involved with science and health research. We are a politically and financially independent foundation.","(1) TO PROTECT, PRESERVE AND ADVANCE ALL OR ANY ASPECTS OF THE HEALTH AND WELFARE OF HUMANKIND AND TO ADVANCE AND PROMOTE KNOWLEDGE AND EDUCATION BY ENGAGING IN, ENCOURAGING AND SUPPORTING: 
(A) RESEARCH INTO ANY OF THE BIOSCIENCES; AND 
(B) THE DISCOVERY, INVENTION, IMPROVEMENT, DEVELOPMENT AND APPLICATION OF TREATMENTS, CURES, DIAGNOSTICS AND OTHER MEDICINAL AGENTS, METHODS AND PROCESSES THAT MAY IN ANY WAY RELIEVE ILLNESS, DISEASE, DISABILITY OR DISORDERS OF WHATEVER NATURE IN HUMAN BEINGS OR ANIMAL OR PLANT LIFE; AND 

(2) TO ADVANCE AND PROMOTE KNOWLEDGE AND EDUCATION BY ENGAGING IN, ENCOURAGING AND SUPPORTING: 
(A) RESEARCH INTO THE HISTORY OF ANY OF THE BIOSCIENCES; AND 
(B) THE STUDY AND UNDERSTANDING OF ANY OF THE BIOSCIENCES OR THE HISTORY OF ANY OF THE BIOSCIENCES."
"210202","0","ROYAL ARTILLERY CHARITABLE FUND","RHQRA, Royal Artillery Barracks, Larkhill, SALISBURY, Wiltshire","SP4 8QT","East Wiltshire","01980845528","","www.thegunners.org.uk","31/12/2024","2359138","1622000","Registered","Charitable company","Makes Grants To Individuals, Makes Grants To Organisations, Provides Buildings/facilities/open Space","Education/training, The Prevention Or Relief Of Poverty, Other Charitable Purposes","Other Charities Or Voluntary Bodies, Other Defined Groups","Promoting efficiency and welfare of all ranks serving in the Royal Artillery, incl TA.  Relief and assistance to past and present members of the Royal Artillery and their dependants who are in need Grants to soldiers and officers, serving or retired who are in need.","(1) IN PROMOTING THE EFFICIENCY AND WELFARE OF ALL OR ANY MEMBERS OF ALL RANKS SERVING IN THE ROYAL ARTILLERY WHETHER REGULAR, SPECIAL RESERVE, RESERVE, OR TEMPORARY; AND
(2) IN THE RELIEF AND ASSISTANCE OF ALL OR ANY PAST, PRESENT OR FUTURE MEMBERS OF ALL RANKS OF THE ROYAL ARTILLERY WHETHER REGULAR, SPECIAL RESERVE, RESERVE, OR TEMPORARY AND THEIR FAMILIES AND DEPENDANTS, AND THE FAMILIES AND DEPENDANTS OF ANY DECEASED MEMBER (TOGETHER REFERRED TO AS ‘THE MEMBERS OF THE ROYAL ARTILLERY, THEIR FAMILIES AND DEPENDENTS’) WHO ARE IN NEED OF SUCH RELIEF OR ASSISTANCE BY REASON OF POVERTY, DISABILITY, SICKNESS, INFIRMITY OR OTHERWISE."
"210829","0","NUFFIELD TRUST FOR THE FORCES OF THE CROWN","Magdala, Mill Lane, Titchfield, FAREHAM","PO15 5RD","Hamble Valley","07428856006","general.secretary@nuffieldtrust.org","www.nuffieldtrust.org","31/12/2024","1076208","2077147","Registered","Trust","Makes Grants To Organisations","Armed Forces/emergency Service Efficiency","Other Charities Or Voluntary Bodies, Other Defined Groups","The Trust provides recreational facilities for the Regular  and Reserve Armed Forces. It does not fundraise or undertake individual benevolence.","FOR THE PURPOSE OF PROMOTING THE WELFARE AND EFFICIENCY OF THE FORCES OF THE CROWN EITHER BY THE PROVISION OF FACILITIES FOR RECREATION OR BY ANY OTHER MEANS."
"211756","0","HAMPTON FUEL ALLOTMENT","HAMPTON FUEL ALLOTMENT CHARITY, 15 HIGH STREET, HAMPTON","TW12 2SA","Twickenham","02089417866","info@hamptonfund.co.uk","www.hamptonfund.co.uk","30/06/2024","1332110","3282557","Registered","Other","Makes Grants To Individuals, Makes Grants To Organisations","General Charitable Purposes, The Prevention Or Relief Of Poverty","Children/young People, Elderly/old People, People With Disabilities, Other Charities Or Voluntary Bodies","Hampton Fuel Allotment Charity supports families and individuals on low income with a grant to help with the costs of gas and electricity; and supports organisations to provide services and activities for those in need through grantmaking.","(1) THE TRUSTEES SHALL FIRST DEFRAY OUT OF THE INCOME OF THE CHARITY THE COST OF THE MAINTENANCE AND UPKEEP OF THE PROPERTY OF THE CHARITY AND ALL OTHER CHARGES AND OUTGOINGS PAYABLE IN RESPECT THEREOF. (2) TO RELIEVE EITHER GENERALLY OR INDIVIDUALLY PERSONS RESIDENT IN THE AREA OF THE ANCIENT TOWN OF HAMPTON WHO ARE IN CONDITIONS OF NEED, HARDSHIP OR DISTRESS. (3) TO RELIEVE PERSONS RESIDENT IN THE SAID AREA WHO ARE SICK, CONVALESCENT, DISABLED, HANDICAPPED OR INFIRM. (PLEASE SEE SCHEMES FOR DETAILS)."
"211869","0","THE CORPORATION OF TRINITY HOUSE OF DEPTFORD STROND","TRINITY HOUSE, TOWER HILL, LONDON","EC3N 4DH","Cities of London and Westminster","02074816914","martin.atherton@trinityhouse.co.uk","www.trinityhouse.co.uk","31/03/2024","12251995","12526181","Registered","Other","Makes Grants To Individuals, Makes Grants To Organisations, Provides Other Finance, Provides Buildings/facilities/open Space, Provides Services, Provides Advocacy/advice/information","Education/training, The Prevention Or Relief Of Poverty, Accommodation/housing, Environment/conservation/heritage, Other Charitable Purposes","Children/young People, Elderly/old People, People With Disabilities, Other Charities Or Voluntary Bodies, Other Defined Groups, The General Public/mankind","To serve seafarers and their dependants through the provision of welfare services; to provide opportunities for training and to promote public safety and the safety of shipping generally; to act as a Deep Sea Pilotage Authority and provide Nautical Assessors; to maintain the fabric and heritage of Trinity House.","TO THE USE, COMMODITY, AND PROFIT OF THE MASTER WARDENS AND ASSISTANTS OF THE GUILD FRATERNITY, OR BROTHERHOOD, UNTO AND FOR THE REPAIRING OF A CERTAIN HOUSE, OR TENEMENT, COMMONLY CALLED OR KNOWN BY THE NAME OF TRINITY HOUSE; AND OF OTHER TENEMENTS AND ALMSHOUSES BELONGING TO THE GUILD FRATERNITY OR BROTHERHOOD; AND FOR THE FINDING OF CERTAIN POOR PERSONS, BRETHEREN , AND THE WIVES OF BRETHEREN OF THE GUILD FRATERNITY OR BROTHERHOOD, WHICH ARE FALLEN INTO DECAY, MISERY, POVERTY AND NEED, OR HEREAFTER SHALL FORTUNE TO FALL INTO DECAY, MISERY, POVERTY AND NEED; AND ALSO FOR THE RELIEF OF OTHER POOR MARINERS AND SEA-FARING MEN, SUCH AS BY THEM AND THEIR SUCESSORS SHALL BE THOUGHT MEET AND NECESSARY THEREWITH TO BE RELIEVED; AND FOR OTHER PUBLIC USES OF THE SOCIETY."
"211884","0","THE BEATRICE LAING TRUST","33 BUNNS LANE, LONDON","NW7 2DX","Hendon","02082388890","info@laingfamilytrusts.org.uk","www.laingfamilytrusts.org.uk","05/04/2024","3037141","2319875","Registered","Other","Makes Grants To Organisations","General Charitable Purposes, Education/training, Disability, The Prevention Or Relief Of Poverty, Overseas Aid/famine Relief, Accommodation/housing, Religious Activities","Children/young People, Elderly/old People, People With Disabilities, Other Charities Or Voluntary Bodies","This is a grant making trust offering financial support to a wide range of UK registered charities working to advance the Christian faith & relieve poverty in its broadest sense, both throughout the UK, in developing countries & overseas. Capital or project funding is favoured over revenue funding.","FOR ALL OR ANY OF THE CHARITABLE PURPOSES SPECIFIED IN FIRST SCHEDULE OF TRUST DEED DATED 29TH SEPTEMBER 1952. RELIEF OF POVERTY GENERALLY. THE ADVANCEMENT OF THE EVANGELICAL CHRISTIAN FAITH AT HOME AND ABROAD."
"212206","0","THE MARY KINROSS CHARITABLE TRUST","36 GROVE AVENUE, MOSELEY, BIRMINGHAM","B13 9RY","Birmingham Hall Green and Moseley","0000 000 0000","marykinrossct@gmail.com","","31/03/2025","1529678","2469136","Registered","Trust","Makes Grants To Organisations","General Charitable Purposes, Education/training, The Advancement Of Health Or Saving Of Lives, Disability, The Prevention Or Relief Of Poverty, Arts/culture/heritage/science, Economic/community Development/employment","Children/young People, People With Disabilities, Other Charities Or Voluntary Bodies","These are clearly stated in the Trustees' report:  currently we give grants in the fields of medical research, youth, penal affairs, health, mental health and community development.","THE RELIEF OF POVERTY, THE ADVANCEMENT OF EDUCATION AND MEDICAL RESEARCH INTO THE CAUSES AND CURE OF DISEASES AND SUCH OTHER PURPOSES BENEFICIAL TO THE COMMUNITY AS ARE RECOGNISED OR PERMITTED BY LAW AS BEING CHARITABLE"
"212431","0","LORD LEVERHULME'S CHARITABLE TRUST","LEVERHULME ESTATES, HESKETH GRANGE, MANOR ROAD, THORNTON HOUGH, WIRRAL","CH63 1JD","Wirral West","01513364828","llctadmin@leverhulme.net","","05/04/2024","1089800","1217571","Registered","Trust","Makes Grants To Organisations","General Charitable Purposes","Children/young People, People With Disabilities, Other Charities Or Voluntary Bodies, The General Public/mankind","Priority is given to applications from Cheshire, Merseyside and South Lancashire and the charities supported by the settlor in his lifetime.  Other charities who do not meet those criteria should not appy without prior invitation but should, on a single sheet, state briefly their aims and apply fully only on being asked to do so.","ANY CHARITABLE PURPOSE."
"212563","0","BARTS CHARITY","Barts Charity, Red Lion Buildings, 12 Cock Lane, London","EC1A 9BU","Cities of London and Westminster","02076181717","fiona.bickley@bartscharity.org.uk","www.bartscharity.org.uk","31/03/2024","14001000","44554000","Registered","Charitable company","Makes Grants To Organisations","The Advancement Of Health Or Saving Of Lives","The General Public/mankind","Barts Charity brings brilliant ideas, ground-breaking research and transformational healthcare to life in East London. Together with our partners we make better healthcare possible, funding brilliant ideas and ground-breaking research to transform lives. We invest in inspiring people and projects that have the greatest impact on the health and lives of local people.","THE COMPANY’S OBJECTS ARE RESTRICTED SPECIFICALLY TO THOSE CHARITABLE PURPOSES STATED IN SECTIONS 220(3) AND 220(5) OF, AND PARAGRAPH 10(1) OF SCHEDULE 4 TO, THE NHS ACT, NAMELY FOR SUCH PURPOSES RELATING TO
1. HOSPITAL SERVICES (INCLUDING RESEARCH),
2. THE HEALTH SERVICE INCLUDING ANY PART OF THE HEALTH SERVICE ASSOCIATED WITH ANY HOSPITAL,
3. THE NHS TRUST (INCLUDING THE PURPOSES OF ANY SPECIFIC HOSPITAL OR OTHER ESTABLISHMENT OR FACILITY AT OR FROM WHICH THE SERVICES ARE PROVIDED BY THE NHS TRUST)"
"212575","0","NUFFIELD OXFORD HOSPITALS FUND","Botnar Institute, NDORMS, University of Oxford, Windmill Road, Oxford","OX3 7LD","Oxford East","01865737421","andrew.carr@ndorms.ox.ac.uk","","31/12/2024","1900517","420432","Registered","Trust","Makes Grants To Organisations, Sponsors Or Undertakes Research","Education/training, The Advancement Of Health Or Saving Of Lives","Children/young People, Elderly/old People, People With Disabilities","To allocate grants to raise the standard of service of local hospitals in order to assist the development of the Oxford University Medical School.","For the purposes of raising of the standards of the Oxford University Hospitals NHS Foundation Trust in order to assist the development and carrying on of the Oxford University Medical School."
"213629","0","WILLIAM ADLINGTON CADBURY CHARITABLE TRUST","WOODBROOKE, 1046 BRISTOL ROAD, SELLY OAK, BIRMINGHAM","B29 6LJ","Birmingham Selly Oak","0121 472 1464","info@wa-cadbury.org.uk","www.wa-cadbury.org.uk","31/03/2024","1517584","1327369","Registered","Other","Makes Grants To Organisations","General Charitable Purposes","Children/young People, Elderly/old People, People With Disabilities, Other Charities Or Voluntary Bodies","In the West Midlands region: social welfare, medical and healthcare projects, education, places of religious worship, conservation of the environment, the arts and penal reform. In Ireland: cross community initiatives promoting reconciliation. In the United Kingdom as a whole: the Religious Society of Friends. Overseas: sustainable development projects predominantly in Africa.","TO APPLY OR PAY BOTH CAPITAL AND INCOME OR SUCH PART OR PARTS THEREOF AS THE TRUSTEES SHALL FOR THE TIME BEING THINK DESIRABLE FOR OR TO SUCH CHARITABLE OBJECTS, PURPOSES, INSTITUTIONS OR SOCIETIES AS THE TRUSTEES MAY IN THEIR DISCRETION THINK FIT."
"213890","0","THE SAVE THE CHILDREN FUND","Save the Children, 1 St. John's Lane, LONDON","EC1M 4AR","Islington South and Finsbury","02070126400","supporter.care@savethechildren.org.uk","www.savethechildren.org.uk","31/12/2024","304834000","308810973","Registered","Charitable company","Makes Grants To Organisations, Provides Human Resources, Provides Services, Provides Advocacy/advice/information, Sponsors Or Undertakes Research, Acts As An Umbrella Or Resource Body","Education/training, The Advancement Of Health Or Saving Of Lives, Disability, The Prevention Or Relief Of Poverty, Overseas Aid/famine Relief","Children/young People","TO RELIEVE THE DISTRESS AND TO PROMOTE THE WELFARE OF CHILDREN IN ANY COUNTRY OR COUNTRIES, WITHOUT DIFFERENTIATION ON THE GROUND OF RACE, COLOUR, NATIONALITY, CREED OR SEX TO EDUCATE THE PUBLIC CONCERNING THE NATURE, CAUSES AND EFFECTS OF DISTRESS, AND WANT OF WELFARE AS AFORESAID, AND TO CONDUCT AND PROCURE RESEARCH CONCERNING THE SAME AND TO MAKE AVAILABLE THE USEFUL RESULTS THEREOF.","TO RELIEVE THE DISTRESS AND HARDSHIP, AND TO PROMOTE THE WELFARE OF CHILDREN IN ANY COUNTRY OR COUNTRIES, PLACE OR PLACES WITHOUT DIFFERENTIATION ON THE GROUND OF RACE, COLOUR, NATIONALITY, CREED OR SEX AND TO EDUCATE THE PUBLIC CONCERNING THE NATURE, CAUSES AND EFFECTS OF DISTRESS, HARDSHIP AND WANT OF WELFARE AS AFORESAID, AND TO CONDUCT AND PROCURE RESEARCH CONCERNING THE SAME AND TO MAKE AVAILABLE THE USEFUL RESULTS THEREOF TO THE PUBLIC."
