"Charity Number","Charity Subsidiary Number","Charity Name","Charity Address","Charity Postcode","Charity Constituency","Phone","Email","Website","Last Recorded Financial Year","Last Recorded Income","Last Recorded Expenditure","Charity Status","Charity Type","How the charity helps","What the charity does","Who the charity helps","Activities","Charity Objects"
"1135616","0","THE PAROCHIAL CHURCH COUNCIL OF THE ECCLESIASTICAL PARISH OF ST GEORGE AND ST PAUL, STAMFORD","27-29 St George's Street, STAMFORD, Stamford, Stamford, Lincs","PE9 2BJ","Rutland and Stamford","01780481800","office@stgeorgeschurch.net","www.stgeorgeschurch.net","31/12/2024","799581","680182","Registered","Previously excepted","Makes Grants To Individuals, Makes Grants To Organisations, Provides Services, Provides Advocacy/advice/information","General Charitable Purposes, Religious Activities","Children/young People, Elderly/old People, People With Disabilities, Other Charities Or Voluntary Bodies, The General Public/mankind","church - sunday and other services, working with adults, children and vulnerable people in the community","Promoting in the ecclesiastical parish the whole mission of the Church."
"1135646","0","THE TOBACCO PIPE MAKERS AND TOBACCO TRADE BENEVOLENT FUND","14 Montpelier Road, SUTTON, Surrey","SM1 4QE","Sutton and Cheam","02087700766","benevolentfund@tobaccolivery.org","www.tobaccocharity.org","31/03/2024","978610","568612","Registered","Charitable company","Makes Grants To Individuals, Makes Grants To Organisations","General Charitable Purposes, The Prevention Or Relief Of Poverty, Economic/community Development/employment","Children/young People, Elderly/old People, People With Disabilities, Other Charities Or Voluntary Bodies, Other Defined Groups","Assistance to members of the tobacco trade and their dependants who are in necessitous circumstances. Grants to other charities who help children from deprived backgrounds mainly from the inner London boroughs. Bursaries for education.","THE CHARITY'S OBJECTS (""THE OBJECTS"") ARE SPECIFICALLY RESTRICTED TO THE CHARITABLE
PURPOSES FALLING WITHIN SECTION 2(1) OF THE CHARITIES ACT 2006."
"1136156","0","BANC D'ARGUIN, AND COASTAL AND MARINE BIODIVERSITY TRUST FUND LIMITED","8 KING EDWARD STREET, OXFORD","OX1 4HL","Oxford West and Abingdon","+22245256066","ahmed-lefghih@bacomab.org","www.bacomab.org","31/12/2023","537644","1175819","Registered","Charitable company","Makes Grants To Organisations, Provides Other Finance, Provides Buildings/facilities/open Space, Sponsors Or Undertakes Research","Environment/conservation/heritage","The General Public/mankind","1) TO PROMOTE, FOR THE BENEFIT OF THE PUBLIC, THE CONSERVATION, PROTECTION AND IMPROVEMENT OF THE PHYSICAL AND NATURAL ENVIRONMENT, FIRSTLY OF THE BANC D'ARGUIN NATIONAL PARK, AND SECONDLY OF OTHER MARINE AND COASTAL PROTECTED AREAS IN MAURITANIA.","1) TO PROMOTE, FOR THE BENEFIT OF THE PUBLIC, THE CONSERVATION, PROTECTION AND IMPROVEMENT OF THE PHYSICAL AND NATURAL ENVIRONMENT, FIRSTLY OF THE BANC D'ARGUIN NATIONAL PARK, AND SECONDLY OF OTHER MARINE AND COASTAL PROTECTED AREAS IN MAURITANIA, AS THE BOARD SHALL DETERMINE, ON THE BASIS OF THE CRITERIA SET FORTH IN THE MANUAL OF PROCEDURES (IF THE FINANCIAL RESOURCES OF THE CHARITY ARE SUFFICIENT AND WITH THE APPROVAL OF AT LEAST THREE-QUATERS OF ITS BOARD OF DIRECTORS). THESE AREAS ARE KNOWN AS "" THE AREA OF BENEFIT""
2) TO PROMOTE FOR THE BENEFIT OF THE PUBLIC, THE SUSTAINABLE DEVELOPMENT OF ""THE AREAS OF BENEFIT"" BY.
A) THE PRESERVATION, CONSERVATION AND THE PROTECTION OF THE ENVIRONMENT AND THE PRUDENT USE OF NATURAL RESOURCES OF THE AREAS OF BENEFIT,
B) THE RELIEF OF POVERTY AND THE IMPROVEMENT OF THE CONDITIONS OF LIFE FOR THE AREAS OF BENEFIT RESIDENT POPULATIONS, AND
C) THE PROMOTION OF SUSTAINABLE MEANS OF ACHIEVING ECONOMIC GROWTH AND REGENERATION OF THE AREAS OF BENEFIT; AND
3) TO ADVANCE THE EDUCATION OF THE PUBLIC IN THE BIODIVERSITY, CONSERVATION, SUSTAINABILITY AND MANAGEMENT OF ""THE AREAS OF BENEFIT"" AND 
SUSTAINABLE DEVELOPMENT IS DEFINED AS ""DEVELOPMENT WHICH MEETS THE NEEDS OF THE PRESENT WITHOUT COMPROMISING THE ABILITY OF FUTURE GENERATION TO MEET THEIR OWN NEEDS."
"1136483","0","THE GOYAL FOUNDATION","Hallmark Care Homes, Kingfisher House, 2 Woodbrook Crescent, Billericay","CM12 0EQ","Basildon and Billericay","01277655655","info@hgf.org.uk","www.goyalfoundation.org.uk","31/12/2024","570563","613879","Registered","Trust","Makes Grants To Organisations, Provides Services, Provides Advocacy/advice/information","General Charitable Purposes, Education/training, The Prevention Or Relief Of Poverty","Children/young People, Elderly/old People, People With Disabilities, The General Public/mankind","A family run foundation supported by the youth of the family with contributions from the elder family members to help disadvantaged areas of society in order to help improve the quality of peoples lives.  The foundation aims to achieve this by providing financial and human resources to charities that are already making a huge difference both in the UK and abroad.","1 TO FURTHER SUCH OBJECTS OR PURPOSES WHICH ARE EXCLUSIVELY CHARITABLE ACCORDING TO THE LAW OF ENGLAND AND WALES IN ANY PART OF THE WORLD AND IN SUCH MANNER AS THE TRUSTEES MAY IN THEIR ABSOLUTE DISCRETION THINK FIT
2 THE TRUSTEES SHALL APPLY THE INCOME AND, IN THEIR ABSOLUTE DISCRETION, THE CAPITAL OF THE TRUST IN PROMOTING THE OBJECTS IN SUCH MANNER AS THE TRUSTEES IN THEIR ABSOLUTE DISCRETION THINK FIT AND IN DOING SO MAY MAKE GRANTS AND DONATIONS TO SUCH INSTITUTIONS, FOUNDATIONS, TRUSTS, INDIVIDUALS AND UNDERTAKINGS, AT SUCH TIME, IN SUCH MANNER AND OF SUCH AMOUNT AS THE TRUSTEES IN THEIR ABSOLUTE DISCRETION THINK FIT"
"1136612","0","LIFE GENERATION LIMITED","85 Great Portland Street, London, United Kingdom","W1W 7LT","Cities of London and Westminster","07595913228","rharb@lifelebanon.com","www.lifelebanon.com","31/12/2024","900372","924899","Registered","Charitable company","Makes Grants To Individuals, Makes Grants To Organisations, Provides Other Finance, Provides Services, Provides Advocacy/advice/information","Education/training, The Prevention Or Relief Of Poverty, Economic/community Development/employment","People Of A Particular Ethnic Or Racial Origin","The principle activity of the charity is the advancement of education and the relief of need arising by reason of financial disadvantage Lebanese who are, have been, or wish to become active in the academic or professional field of financial economics.","4.1	      The Charity’s objects are:

4.1.1	the advancement of education and the relief of need arising by reason of financial disadvantage including (but not limited to) amongst the Lebanese (whether citizens of the Lebanon or persons of Lebanese descent, and whether resident in the Lebanon or resident elsewhere because of hostilities, persecution, discrimination, natural disasters or other like causes) who are, have been, or who wish to become active in any academic or professional field, in particular, but not exclusively, by:

(a)	the provision of funding, by way of scholarships or other targeted individual grants;

(b)	the provision of career training and advice (including training in interview skills, the making of job applications, management methods and techniques) and other support for the unemployed (including the provision of financial and technical support for the establishment and development of enterprises); 

(c)	the provision of facilities, equipment, staffing and funding to facilitate the above; and

(d)	the provision of financial, or other, support to other charities whose objectives and work overlaps with the objects of the Charity; and

4.1.2	such other exclusively Charitable Purposes as the Trustees of the Charity may in their absolute           discretion determine."
"1136714","0","THE STEWARTS LAW FOUNDATION","C/O PHILIP STUDD, STEWARTS, 5 NEW STREET SQUARE, LONDON","EC4A 3BF","Cities of London and Westminster","02078228000","","","30/04/2024","708845","811514","Registered","Charitable company","Makes Grants To Organisations","General Charitable Purposes","The General Public/mankind","The Foundation is a grant giving organisation funded by Stewarts Law LLP. Its object is to support charitable organisations in the UK, focusing in particular on; access to justice, the prevention of poverty & homelessness, support of those with brain or spinal injuries, furtherence of the Arts, advancement of education. Direct applications are not accepted.","THE OBJECTS OF THE CHARITY ARE SUCH CHARITABLE PURPOSES AS THE TRUSTEES MAY IN THEIR ABSOLUTE DISCRETION DETERMINE."
"1136803","0","THE GUYLL-LENG CHARITABLE TRUST","Guyll-Leng, PO Box 344, BROADWAY, Worcestershire","WR11 9GE","Droitwich and Evesham","0191","guylllengcharity@gmail.com","","05/04/2024","546838","318038","Registered","Trust","Makes Grants To Organisations","General Charitable Purposes, Education/training, The Advancement Of Health Or Saving Of Lives, Disability, Arts/culture/heritage/science, Amateur Sport, Armed Forces/emergency Service Efficiency, Other Charitable Purposes","Children/young People, Elderly/old People, People With Disabilities, Other Defined Groups, The General Public/mankind","The objectives of the Trust are in summary form:-
Education and training, including sport, for children from deprived backgrounds 
Relief of pain amongst the terminally ill
Support for armed forces resulting from injuries inccured in active service
Training of guide dogs for the blind
Advancement of amateur sport, arts, culture and heritage","1.2 THE OBJECTS OF THE TRUST (""THE OBJECTS"") ARE SUCH CHARITABLE PURPOSES FOR THE BENEFIT OF THE PUBLIC AS THE TRUSTEES FROM TIME TO TIME IN THEIR DISCRETION THINK FIT AND WITHOUT PREJUDICE TO THE GENERALITY OF THE FOREGOING:
1.2.1 THE ADVANCEMENT OF EDUCATION AND TRAINING (INCLUDING SPORT) AMONGST CHILDREN
FROM DEPRIVED BACKGROUNDS AND CIRCUMSTANCES;
1.2.2 THE RELIEF OF PAIN (PHYSICAL AND MENTAL) AMONGST THOSE SUFFERING FROM TERMINAL
ILLNESSES ESPECIALLY AS A RESULT OF CANCER;
1.2.3 THE SUPPORT AND CARE OF MEMBERS OF THE ARMED FORCES WHO HAVE RECENTLY SERVED
AND WHO ARE IN NEED OF SUPPORT AND CARE AS A DIRECT RESULT OF INJURIES INCURRED
FROM ACTIVE SERVICE;
1.2.4 THE TRAINING OF GUIDE DOGS FOR THE BLIND OR VISUALLY IMPAIRED; AND
1.2.5 THE ADVANCEMENT OF AMATEUR SPORT, OR THE ADVANCEMENT OF ARTS, CULTURE AND
HERITAGE BY SUCH CHARITABLE PURPOSES AS THE TRUSTEES SEE FIT
AND PROVIDED THAT:
(A) THE TRUSTEES SHALL REGARD THE PRIMARY PURPOSE OF THE TRUST AS BEING THE
DIRECT SUPPORT OF THOSE IN NEED; AND
(B) THE TRUSTEES WILL NOT BE CARRYING OUT THE OBJECTS BY FUNDING OR CARRYING OUT
RESEARCH OR BY FUNDING THE ADMINISTRATION OR SUPPORT COSTS OF INTENDED
RECIPIENTS."
"1136839","0","LIFELINES INTERNATIONAL FUND FOR EDUCATION","76 PARK STREET, LONDON","W1K 2JY","Cities of London and Westminster","02038695000","INFO@LIFELINES-INTERNATIONAL.ORG","www.lifelines-international.org","31/12/2024","790751","591231","Registered","Charitable company","Makes Grants To Individuals, Makes Grants To Organisations, Provides Other Finance, Provides Services","General Charitable Purposes, Education/training, The Prevention Or Relief Of Poverty, Overseas Aid/famine Relief, Economic/community Development/employment","Children/young People, People With Disabilities, Other Charities Or Voluntary Bodies, The General Public/mankind","VOLUNTEERING AND TEACHING IN RURAL INDIA, FUND RAISING TO SPONSOR EDUCATION PROJECTS, SUPPORTING THE ACTIVITIES OF LOCAL CHARITIES IN THE EDUCATION SECTOR, MENTAL HEALTH AND DISABILITY SERVICES IN UK AND WORLDWIDE","(1) TO ADVANCE EDUCATION AMONG PEOPLE IN INDIA, IN PARTICULAR CHILDREN, YOUNG PEOPLE AND ADULTS FROM DISADVANTAGED BACKGROUNDS BY PROVIDING GRANTS, ITEMS AND SERVICES TO CHARITIES OR OTHER ORGANISATIONS WORKING TO ADVANCE EDUCATION AND THROUGH THE PROVISION OF SCHOLARSHIPS.
(2) TO ACT AS A RESOURCE FOR YOUNG PEOPLE UP TO THE AGE OF 21 LIVING IN THE UK BY PROVIDING ADVICE AND ASSISTANCE AND ORGANISING PROGRAMMES OF EDUCATIONAL AND OTHER ACTIVITIES AS A MEANS OF:
(A) ADVANCING IN LIFE AND HELPING YOUNG PEOPLE BY DEVELOPING THEIR SKILLS, CAPACITIES AND CAPABILITIES TO ENABLE THEM TO PARTICIPATE IN SOCIETY AS INDEPENDENT, MATURE AND RESPONSIBLE INDIVIDUALS;
(B) ADVANCING EDUCATION"
"1137012","0","OZAR LENETZROCHIM LIMITED","50 Sach Road, LONDON","E5 9LJ","Hackney North and Stoke Newington","07739371001","o.netzrochim@gmail.com","","30/06/2024","688799","689102","Registered","Charitable company","Makes Grants To Individuals, Makes Grants To Organisations","Education/training, The Prevention Or Relief Of Poverty, Religious Activities","People Of A Particular Ethnic Or Racial Origin","THE CHARITY DONATES MONEY TO POOR PEOPLE AND TO EDUCATIONAL ESTABLISHMENTS","I   THE ADVANCEMENT OF THE ORTHODOX JEWISH FAITH
II  THE ADVANCEMENT OF ORTHODOX JEWISH RELIGIOUS EDUCATION
III THE RELIEF OF POVERTY AMONGST MEMBERS OF THE JEWISH FAITH
IV THE ADVANCEMENT OF SUCH OTHER OBJECTS AS ARE FOR THE BENEFIT OF THE PUBLIC AND ARE CHARITABLE ACCORDING TO THE LAWS OF ENGLAND AND WALES"
"1137450","0","EXETER COAST AND COUNTRY METHODIST CIRCUIT","Exeter CC Methodist Circuit, c/o Mint Methodist Church, Fore Street, Exeter, Devon","EX4 3AT","Exeter","01392459733","exetermcc@gmail.com","exeterccmethodist.org.uk","31/08/2024","743380","1056929","Registered","Previously excepted","Makes Grants To Organisations, Provides Human Resources, Provides Buildings/facilities/open Space","Religious Activities","The General Public/mankind","The advancement of the Christian religion across the churches of the Exeter Coast & Country Methodist Circuit.","The purposes of the Methodist Church are and shall be deemed to have been since the date of union the advancement of -

(a) the Christian faith in accordance with the doctrinal standards and the discipline of the Methodist Church;

(b) any charitable purpose for the time being of any Connexional, district, circuit, local or other organisation of the Methodist Church;

(c) any charitable purpose for the time being of any society or institution subsiduary or ancillary to the Methodist Church;

(d) any purpose for the time being of any charity being a charity subsidiary or ancillary to the Methodist Church."
"1137836","0","FOUNDATION FOR THE PARKS AND RESERVES OF COTE D'IVOIRE (FPRCI-UK)","Wilkins Kennedy, 2nd Floor, Regis House, 45 King William Street, LONDON","EC4R 9AN","Cities of London and Westminster","+225 22 41 71 00","","","31/12/2021","808815","2412603","Registered","Previously excepted","Makes Grants To Organisations, Provides Other Finance, Sponsors Or Undertakes Research, Acts As An Umbrella Or Resource Body","Education/training, Overseas Aid/famine Relief, Animals, Environment/conservation/heritage","Other Charities Or Voluntary Bodies, The General Public/mankind","THE CHARITY'S OBJECTS ARE TO:A) PROMOTE AND PROVIDE FINANCIAL SUPPORT FOR THE CONSERVATION, PRESERVATION AND DEVELOPMENT OF NATIONAL PARKS AND NATURE RESERVES IN THE REPUBLIC OF COTE D'IVOIRE B) ADVANCE LEARNING AND SCIENCE THORUGH THE PROMOTION OF THE ENVIRONMENTALLY SUSTAINABLE MANAGEMENT OF NATIONAL PARKS AND NATURE RESERVES IN THE REPUBLIC OF COTE D'IVOIRE.","A PROMOTE AND PROVIDE FINANCIAL SUPPORT FOR THE CONSERVATION, PRESERVATION AND DEVELOPMENT OF NATIONAL PARKS AND NATURE RESERVES IN THE REPUBLIC OF COTE D'IVOIRE
B ADVANCE LEARNING AND SCIENCE THROUGH THE PROMOTION OF THE ENVIRONMENTALLY SUSTAINABLE MANAGEMENT OF NATIONAL PARKS AND NATURE RESERVES IN THE REPUBLIC OF COTE D'IVOIRE"
"1138305","0","UK ARMED FORCES WINTER SPORTS ASSOCIATION","UKAFWSA, Fox Lines, Queens Avenue, ALDERSHOT, Hants","","","01252787077","s.davis@britisharmysport.com","www.ukafwsa.org","30/09/2024","582018","541953","Registered","Charitable company","Makes Grants To Individuals, Makes Grants To Organisations, Provides Services","Amateur Sport","Other Defined Groups","The UK Armed Forces Winter Sports Association (UKAF WSA) Charity objects are to promote the efficiency of Her Majesty's Armed Forces through the participation by members of the Armed Forces in Winter Sports.","TO PROMOTE THE EFFICIENCY OF HER MAJESTY'S ARMED FORCES (THE ""ARMED FORCES"") BY INCREASING PHYSICAL FITNESS, FOSTERING THE ESPRIT DE CORPS AND RAISING MORALE OF MEMBERS OF THE ARMED FORCES, IN PARTICULAR (BUT NOT BY WAY OF LIMITATION), THROUGH FACILITATING AND ENCOURAGING PARTICIPATION BY MEMBERS OF THE ARMED FORCES IN WINTER SPORTS AND PROVIDING OR ASSISTING IN THE PROVISION OF WINTER SPORTS FOR THE ARMED FORCES."
"1139406","0","EVERY LIFE INTERNATIONAL","9 Hampstead Close, AYLESBURY, Buckinghamshire","HP19 7BQ","Aylesbury","07754063082","simon@everylife.org.uk","www.everylife.org.uk","31/03/2024","715498","413137","Registered","Charitable company","Makes Grants To Organisations, Provides Other Finance, Provides Human Resources","Education/training, The Advancement Of Health Or Saving Of Lives, The Prevention Or Relief Of Poverty, Overseas Aid/famine Relief, Accommodation/housing, Religious Activities, Economic/community Development/employment","Children/young People, The General Public/mankind","Every Life is a Christian charity which seeks to work with those living in poverty to enable them to make changes in their lives that will lift them from that poverty. We engage and work with people of all faiths, or none, irrespective of race, tribe, culture, gender, age or social position.  We primarily work in Uganda, Kenya and London UK.","A TO ADVANCE THE CHRISTIAN FAITH IN ACCORDANCE WITH THE STATEMENT OF BELIEFS APPEARING IN THE SCHEDULE HERETO IN UGANDA AND IN SUCH OTHER PARTS OF THE WORLD AS THE TRUSTEES MAY FROM TIME TO TIME THINK FIT
B TO RELIEVE SICKNESS AND FINANCIAL HARDSHIP AND TO PROMOTE AND PRESERVE GOOD HEALTH AND EDUCATION BY THE PROVISION OF FUNDS, GOODS OR SERVICES OF ANY KIND IN UGANDA AND IN SUCH OTHER PARTS OF THE WORLD AS THE TRUSTEES FROM TIME TO TIME MAY THINK FIT AND TO FULFIL SUCH OTHER PURPOSES WHICH ARE EXCLUSIVELY CHARITABLE ACCORDING TO THE LAW OF ENGLAND AND WALES AND ARE CONNECTED WITH THE CHARITABLE WORK OF THE CHARITY"
"1139483","0","MARTIN WILLS WILDLIFE MAINTENANCE TRUST","H D H Wills 1965 Charitable Trust, Henley Knapp Barn, Fulwell, Chipping Norton","OX7 4EN","Banbury","01608 678051","trust@hdhwills.org","www.hdhwills.org","31/03/2024","654813","102013","Registered","Charitable company","Makes Grants To Organisations","General Charitable Purposes, Animals, Environment/conservation/heritage","Other Charities Or Voluntary Bodies","Conservation and maintenance, for the benefit of the public, of the natural environment and its indigenous woodland flora and fauna, with particular reference to the conservation and maintenance of the character and amenity of rural areas. In order to further the objects the charity expends money directly on relevant projects and also makes grants to relevant organisations.","(1) THE CONSERVATION AND MAINTENANCE FOR THE BENEFIT OF THE PUBLIC OF THE NATURAL ENVIRONMENT AND ITS INDIGENOUS WOODLAND FLORA AND FAUNA WITH PARTICULAR REFERENCE TO THE CONSERVATION AND MAINTENANCE OF THE CHARACTER AND AMENITY OF RURAL AREAS.
(2) THE GENERAL PURPOSE OF SUCH CHARITABLE BODIES OR SUCH OTHER PURPOSES AS SHALL BE EXCLUSIVELY CHARITABLE AS THE TRUSTEES MAY FROM TIME TO TIME DECIDE."
"1139533","0","MAKE MY DAY BETTER LIMITED","37 QUEEN ELIZABETH STREET, LONDON","SE1 2BT","Bermondsey and Old Southwark","02079629966","JOHN@LOTUSGROUP.CO.UK","www.makemydaybetter.co.uk","31/10/2024","756127","963057","Registered","Charitable company","Makes Grants To Individuals, Makes Grants To Organisations, Sponsors Or Undertakes Research","General Charitable Purposes, Education/training, The Advancement Of Health Or Saving Of Lives, Disability, The Prevention Or Relief Of Poverty, Overseas Aid/famine Relief, Economic/community Development/employment","Children/young People, Elderly/old People, People With Disabilities, Other Charities Or Voluntary Bodies, The General Public/mankind","For the prevention or relief of poverty and the advancement of health or the saving of lives, the charity: funds research into complementary and alternative medicine, makes grants to individuals in cases of demonstrable hardship or need, supports education and makes grants to institutions and charities who are able to carry out activities that further the objects of Make My Day Better.","1 THE PREVENTION OR RELIEF OF POVERTY AND THE ADVANCEMENT OF HEALTH OR THE SAVING OF LIVES OF THOSE IN NEED BY REASON OF YOUTH, AGE, ILL-HEALTH, DISABILITY, FINANCIAL HARDSHIP OR OTHER DISADVANTAGE
2  THE ADVANCEMENT OF HEALTH AND THE SAVING OF LIVES BY MAKING GRANTS TOWARDS CARRYING OUT RESEARCH AND DEVELOPMENT OF COMPLEMENTARY AND ALTERNATIVE MEDICINES.  FOR THE PURPOSE OF THIS OBJECT 'COMPLEMENTARY AND ALTERNATIVE MEDICINES' IS DEFINED AS OSTEOPATHY, CHIROPRACTIC, ACUPUNCTURE, HERBAL MEDICINE, HOMEOPATHY AND ANY OTHER THERAPIES WHICH ARE ACCEPTED AS BEING EMBRACED BY THE FIRST AND SECOND GROUPS OF THERAPIES ORIGINALLY DEFINED BY THE HOUSE OF LORDS SCIENCE AND TECHNOLOGY COMMITTEE REPORT ON COMPLEMENTARY AND ALTERNATIVE MEDICINE"
"1140511","0","SHINE CHARITY","Shine Charity, Shadsworth Road, Blackburn, Lancashire","BB1 2HT","Blackburn","01254 674952","info@shine-charity.org","","31/08/2024","651649","649865","Registered","Charitable company","Makes Grants To Organisations, Provides Human Resources, Provides Services, Provides Advocacy/advice/information, Other Charitable Activities","General Charitable Purposes, Education/training, The Prevention Or Relief Of Poverty, Arts/culture/heritage/science, Economic/community Development/employment, Human Rights/religious Or Racial Harmony/equality Or Diversity","Children/young People, Elderly/old People, Other Charities Or Voluntary Bodies, Other Defined Groups, The General Public/mankind","Promoting social action amongst today?s young people, helping them to develop the skills required to become an effective volunteer, a prolific fundraiser and a productive and proactive member of society. Young people will be supported to build a social conscience and a sense of responsibility, acquiring a range of soft skills - including leadership and teamwork - whilst benefitting those in need.","THE FURTHERANCE AND PROMOTION OF SUCH EXCLUSIVELY CHARITABLE PURPOSES AS THE TRUSTEES MAY IN THEIR ABSOLUTE DISCRETION FROM TIME TO TIME DETERMINE AND IN PARTICULAR (BUT WITHOUT RESTRICTION): 
1	THE RELIEF OF NEED, POVERTY OR DISTRESS AMONG DISADVANTAGED COMMUNITIES WORLDWIDE;
2	TO STRIVE FOR EDUCATION FOR ALL THE WORLD'S CHILDREN; AND
3	TO PROMOTE GENDER EQUALITY AND THE EMPOWERMENT OF WOMEN."
"1140592","0","EUROVANGELISM","23 Apex Court, Woodlands, Bradley Stoke, Bristol","BS32 4JT","Filton and Bradley Stoke","0117 961 5161","admin@ten-uk.org","www.ten-uk.org","31/03/2024","724412","945129","Registered","Charitable company","Makes Grants To Individuals, Makes Grants To Organisations, Provides Human Resources, Provides Buildings/facilities/open Space, Provides Services, Other Charitable Activities","General Charitable Purposes, Education/training, The Advancement Of Health Or Saving Of Lives, Disability, The Prevention Or Relief Of Poverty, Overseas Aid/famine Relief, Accommodation/housing, Religious Activities, Economic/community Development/employment","Children/young People, Elderly/old People, People With Disabilities, People Of A Particular Ethnic Or Racial Origin, Other Charities Or Voluntary Bodies, Other Defined Groups, The General Public/mankind","EUROVANGELISM MAKES GRANTS, PROVIDES TEACHING AND TRAINING, AND DELIVERS GIFTS IN KIND AND OTHER RESOURCES TO CHURCHES, INDIVIDUALS AND ORGANISATIONS IN EUROPE WITH A VISION TO MAKE JESUS AND THE LOVE OF GOD KNOWN THROUGH THEIR WORDS AND ACTIONS.","TO ADVANCE THE EVANGELICAL CHRISTIAN FAITH PARTICULARLY BUT NOT EXCLUSIVELY WITHIN EUROPE BY THE PRINTING AND DISTRIBUTION OF THE HOLY SCRIPTURES AND CHRISTIAN LITERATURE AND BY SUCH EVANGELICAL WORK AS THE TRUSTEES SHALL FROM TIME TO TIME IN THEIR ABSOLUTE DISCRETION THINK FIT.  THESE ARE ITS CHARITABLE PURPOSES FOR THE PURPOSES OF THE 2006 ACT.  FOR AS LONG AS THE CHARITY IS REGISTERED AS A CHARITY IN ENGLAND AND WALES, ITS PURPOSES MAY ONLY BE ALTERED WITH THE PRIOR CONSENT OF THE COMMISSION AND IN ACCORDANCE WITH ANY CONDITIONS ATTACHED TO SUCH CONSENT.."
"1140638","0","GIFT OF LIFE","RUSSELL COOKE SOLICITORS, 2 PUTNEY HILL, LONDON","SW15 6AB","Putney","+447595592367","info@giftoflife.eu","www.giftoflife.eu","31/03/2024","519751","494680","Registered","Charitable company","Makes Grants To Individuals, Makes Grants To Organisations, Provides Advocacy/advice/information, Sponsors Or Undertakes Research","Education/training, The Advancement Of Health Or Saving Of Lives, Overseas Aid/famine Relief","Children/young People","Gift of Life gives support to children and young people up to the age of 25 whose families cannot afford to pay for their cancer treatments including the purchase of critical anti-tumour medications, which are not available in Russia or the CIS. Our beneficiaries are from Russia and the CIS countries, and they receive oncological and haematological treatments in Russian clinics.","THE OBJECTS OF THE CHARITY (THE OBJECTS) ARE FOR THE PUBLIC BENEFIT:-
1.	TO ADVANCE THE PHYSICAL, MENTAL, PSYCHOLOGICAL AND EMOTIONAL HEALTH OF CHILDREN AND YOUNG ADULTS WHO HAVE BEEN DIAGNOSED WITH CANCER, LEUKAEMIA OR ANOTHER SERIOUS DISEASE, AND THE FAMILY MEMBERS OF THOSE CHILDREN AND YOUNG ADULTS INCLUDING BY ESTABLISHING OR ASSISTING IN THE ESTABLISHMENT OF TREATMENT FACILITIES AND OTHER MEDICAL INSTITUTIONS FOR THE TREATMENT, REHABILITATION AND SUPPORT OF SUCH PERSONS;
2.	TO RELIEVE CHILDREN AND YOUNG ADULTS WHO ARE IN NEED BY REASON OF ILL HEALTH, FINANCIAL HARDSHIP OR OTHER DISADVANTAGE AS A RESULT OF BEING DIAGNOSED WITH CANCER, LEUKAEMIA OR ANOTHER SERIOUS DISEASE AND THE FAMILY MEMBERS OF THOSE CHILDREN AND YOUNG ADULTS INCLUDING THROUGH GRANTS FOR MEDICAL SUPPLIES, CONSULTATIONS AND ASSISTANCE WITH TRAVEL AND ACCOMMODATION COSTS AT THE PLACE OF TREATMENT, AND THE PROVISION OF CARE AND SUPPORT PRIOR TO, DURING AND AFTER TREATMENT.;
3.	TO ADVANCE THE EDUCATION OF THE PUBLIC IN GENERAL AND PARTICULARLY AMONGST SCIENTISTS AND MEDICAL PROFESSIONALS ON THE SUBJECT OF CANCER, LEUKAEMIA AND OTHER SERIOUS DISEASES AFFECTING CHILDREN AND YOUNG ADULTS INCLUDING THROUGH FINANCIAL ASSISTANCE WITH TRAINING IN THE UK AND OVERSEAS, THE PROVISION OF RESEARCH FACILITIES AND GRANTS FOR SCIENTIFIC RESEARCH INTO TREATMENT, PREVENTION AND CURES FOR SUCH DISEASES.
4.	TO FURTHER SUCH OTHER EXCLUSIVELY CHARITABLE PURPOSES ACCORDING TO THE LAW OF ENGLAND AND WALES AS THE TRUSTEES IN THEIR ABSOLUTE DISCRETION FROM TIME TO TIME DETERMINE."
"1140740","0","The Teesside Charity","Suite 12, First Floor, Cargo Fleet Offices, Middlesbrough Road, Middlesbrough","","","01642 686018","info@teessidecharity.org.uk","www.teessidecharity.org.uk","31/03/2024","574233","547772","Registered","Charitable company","Makes Grants To Individuals, Makes Grants To Organisations","General Charitable Purposes","The General Public/mankind","Financial support of community groups and facilities which assist social cohesion.  We also incentivise local employers to recruit and train apprentices.","THE ONLY OBJECTS FOR WHICH THE CHARITY IS ESTABLISHED ARE SUCH CHARITABLE PURPOSES IN THE AREAS OF MIDDLESBROUGH AND TEESSIDE AND ANY OTHER SURROUNDING AREAS THAT THE TRUSTEES MAY FROM TIME TO TIME DECIDE."
"1140985","0","THE MILLBY FOUNDATION","10 CRESSWELL PLACE, LONDON","SW10 9RD","Chelsea and Fulham","01258405668","INFO@MILLBYFOUNDATION.ORG","","31/12/2023","692213","698776","Registered","Trust","Makes Grants To Individuals, Makes Grants To Organisations","General Charitable Purposes","The General Public/mankind","To advance, promote or carry out such charitable purposes as the trustees in their absolute discretion from time to time think fit.  General charitable purposes.","TO ADVANCE, PROMOTE OR CARRY OUT SUCH CHARITABLE PURPOSES AS THE TRUSTEES IN THEIR ABSOLUTE DISCRETION FROM TIME TO TIME THINK FIT."
